"멕시코 쇠고기 스튜
            ",http://allrecipes.kr/recipe/695/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/a6845bc0-cd5d-4fc7-b384-47c1bd7af9a5.jpg,"쇠고기 사골,소금,양파,쇠고기 육수,당근 (中),감자 (中),차요테,할라피뇨 피클,다진 실란트로,빨간무,식용유,후추,토마토,물,실란트로 (고수),옥수수,양배추 (中),다진양파,라임","쇠고기,찌개,전골,스튜,국,스프"
"쇠고기참깨볶음
            ",http://allrecipes.kr/recipe/630/-------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/3795f045-1991-4870-9c52-5c938b0d98b7.jpg,"쇠고기,간장,설탕,식용유,다진마늘,파,참깨,야채",쇠고기
"돼지껍데기 감자전
            ",http://allrecipes.kr/recipe/959/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/e8b517e1-4c21-4a3e-8d91-2f5589065334.jpg,"따뜻한 으깬감자,녹인버터,계란,다진 돼지껍데기,양파 (다지기),밀가루,소금+후추,카놀라유","돼지고기,빵,밀가루"
"딸기살사 닭가슴살구이
            ",http://allrecipes.kr/recipe/880/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/7048e627-2322-436a-b15d-93ab6ae104e0.jpg,"닭가슴살,매운고추,칠리파우더,올리브유,다진 민트잎,매운고추,라즈베리 비니거,사워크림,소금+후추,마늘,라즈베리 비니거,신선한 딸기,설탕,다진 빨간양파,소금+후추",닭고기
"코브 샐러드
            ",http://allrecipes.kr/recipe/386/------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/fd1366ee-9ab2-4e6a-bae5-6a8c39541acc.jpg,"베이컨,양상추 길고 얇게 썬것,토마토 (깍둑썬것),아보카도 깍둑썬것,샐러드 드레싱,달걀 (계란),익힌 닭고기 깍둑썬것,블루치즈,파 (다진것)",닭고기
"어니언갈릭치즈브레드
            ",http://allrecipes.kr/recipe/1236/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/17620636-7ace-4d91-ba70-72946ab4f0cc.jpg,"따뜻한물,분유,소금,액티브 드라이 이스트,말린 다진양파,제빵용 밀가루,설탕,마가린,마늘가루,샤프 체다치즈 채썬것","빵,파이,과자,빵,밀가루"
"돌솥비빔밥
            ",http://allrecipes.kr/recipe/868/-----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/9af0f4d1-b460-49e5-af6e-692cb63ba815.jpg,"간장,흑설탕,다진파,쇠고기,후추,표고버섯,애호박,참기름,계란,참기름,설탕,다진마늘,참깨,소금,밥,시금치,당근,콩나물,김,고추장","쌀,밥,떡,곡물,쇠고기"
"캘리포니아 호두 쌈장 & 약고추장 쌈밥
            ",http://allrecipes.kr/recipe/238/---------------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/e05942b6-d7bf-4871-be85-0bb349ca8314.jpg,"잡곡밥,잡곡밥,양배추,고추장,고추장,호두 (다진것),맛술,청양고추 (다진것),마늘 (다진마늘),통깨,고추장,고추장,잣,마늘 (다진마늘),꿀,소금,이탈리안 파슬리 (잎),,호박잎,,,된장,고춧가루 (고운것),물엿,양파 (양파즙),고추 (홍고추, 다진것),참기름,,쇠고기,호두,물,설탕,우유,참기름","쌀,밥,떡,곡물,쇠고기,쌈,버거,샌드위치"
"홈메이드 두유 크림 스파게티(by 프렌소아)
            ",http://allrecipes.kr/recipe/856/----------------by------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/8ef51302-346f-458a-9967-5c30228d41fb.jpg,"두유,밀가루,스파게티면,햄,피망,어묵,슬라이스치즈,소금 + 후추",면류
"직접 해먹는 자장면/자장밥
            ",http://allrecipes.kr/recipe/259/--------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/cc34e30f-0606-4eb2-aaf4-06c60c72686d.jpg,"자장소스 (짜장소스),돼지고기,양파,소금,레몬즙,면 또는 밥,감자,호박,후추,올리브유","면류,돼지고기,쌀,밥,떡,곡물"
"귤 젤리
            ",http://allrecipes.kr/recipe/279/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/default.jpg,"귤,젤라틴가루,꿀,물,모양틀","빵,파이,과자"
"파네토네 II
            ",http://allrecipes.kr/recipe/1287/-----ii.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/d08a8527-29ad-44bf-a352-74552174e848.jpg,"따뜻한물,계란,제빵용 밀가루,분유,제빵기용 이스트,버터,바닐라 에센스,설탕,소금,건과일 믹스 다진것","빵,파이,과자,빵,밀가루"
"스노우플레이크 트러플
            ",http://allrecipes.kr/recipe/919/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/5d293916-5a41-4a37-b451-cd94fe81fee9.jpg,"코코넛롱,정제설탕,리코타 치즈,통아몬드,화이트 초콜릿,생크림,코코넛롱","빵,파이,과자"
"허니통밀식빵 II
            ",http://allrecipes.kr/recipe/1098/-------ii.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/2a60649f-525d-4886-b6a4-e2f791129f28.jpg,"따뜻한물 (45도),통밀가루,액티브 드라이이스트,소금,꿀,식용유,밀가루","빵,파이,과자,빵,밀가루"
"코코넛 리틀 키스 (Beijinho)
            ",http://allrecipes.kr/recipe/965/-----------beijinho-.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/f066f663-9d97-482a-9c69-600da5c87174.jpg,"가당 연유,버터,가당 코코넛롱,정향","빵,파이,과자"
"시금치 샐러드
            ",http://allrecipes.kr/recipe/179/-------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/default.jpg,"시금치 (어린 시금치),베이컨,양파 (다진양파),마늘 (다진마늘),설탕,발사믹 식초 (Balsamic Vinegar),올리브유,파마잔 치즈 (Parmesan)",돼지고기
"티라미수 케이크
            ",http://allrecipes.kr/recipe/611/--------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/9fd64d9b-d03e-4372-83d2-500cac8911dd.jpg,"계란 노른자,우유,바닐라 에센스,진한 커피,레이디핑거 (사보이아르디),설탕,생크림,마스카르포네 치즈,럼주,무설탕 코코아 가루","빵,파이,과자"
"고추장참치 주먹밥
            ",http://allrecipes.kr/recipe/340/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/3aa6bea7-281e-4735-afe5-f3f360b27758.jpg,"새로 지은 밥,설탕,소금,통깨,검은깨,시판에서 파는 고추장 참치","쌀,밥,떡,곡물"
"소이 레몬 돼지고기 스테이크
            ",http://allrecipes.kr/recipe/647/---------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/bab3f360-49ec-471a-bcb4-52ff266a8914.jpg,"간장,우스터셔 소스,마늘 (다지기),레몬즙,후추,식용유,포크찹 (돼지고기 스테이크용)",돼지고기
"도토리전
            ",http://allrecipes.kr/recipe/1741/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/a3fb81c3-8f69-41cd-a071-ae6f2fdc46fb.jpg,"돌나물,도토리가루,물,* 초고추장 만들,식초,설탕,통깨,부침가루,소금,고추장,마늘,생강즙","빵,밀가루"
"블루베리 브레드 II
            ",http://allrecipes.kr/recipe/1217/---------ii.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/cf976833-b908-42be-a4e5-9370619f0110.jpg,"제빵용 밀가루,소금,말린 블루베리,버터밀크,액티브 드라이 이스트,설탕,식용유,베이킹소다,밀 글루텐","빵,파이,과자,빵,밀가루"
"페스토 치킨 케사디아
            ",http://allrecipes.kr/recipe/548/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/455222de-0b66-493f-8032-13f35a678890.jpg,"올리브유,닭가슴살 깍뚝썬것,모짜렐라 치즈,토마토 페스토,말린 크랜베리,또띠아 (大)","닭고기,빵,밀가루,쌈,버거,샌드위치"
"초간단 두부야채라면볶음
            ",http://allrecipes.kr/recipe/599/------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/73fc8308-952e-4984-81cc-5277b6042e25.jpg,"단단한 두부,올리브유,시판 라면,냉동채소믹스,물,간장,참기름",면류
"라조기
            ",http://allrecipes.kr/recipe/212/---.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/fc2889f1-0400-4629-b36f-8aef3c60b2d9.jpg,"닭고기,녹말가루,표고버섯,배추 (배춧잎),고추 (홍고추),대파,생강,청주,간장,조미료,후추,댤걀 (계란),죽순,양송이,완두콩,고추 (청고추),마늘,육수,참기름,식용유,소금",닭고기
"닭도리탕 초간단 버전
            ",http://allrecipes.kr/recipe/1015/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/a95ab129-97df-4de6-a5e1-f60ff05a715a.jpg,"닭다리,당근,마늘,간장,고추장,감자 큰것,양파,물,설탕",닭고기
"칠리 브레드
            ",http://allrecipes.kr/recipe/1275/------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/b919ba94-e336-4c7d-b4b9-24543933e3d9.jpg,"맥주,카옌페퍼,올리브유,큐민가루,칠리 파우더,소금,쇠고기 다시다,핫칠리오일,제빵용 밀가루,말린 다진양파,마늘가루,액티브 드라이 이스트","빵,파이,과자,빵,밀가루"
"갈비찜
            ",http://allrecipes.kr/recipe/130/---.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/2e8a5cab-938b-415c-be96-cf9f62e14f34.jpg,"갈비(찜용),물,설탕,마늘,소금,감자,간장,배즙(갈은 배),통깨,후추",쇠고기
"전주식 콩나물 해장국
            ",http://allrecipes.kr/recipe/1668/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/d7816387-e53a-41c4-8c95-f1b8e8ed239f.jpg,"멸치,무,마늘,콩나물,대파,계란,깨,북어채,다시마,양파,신김치,청고추,새우젓,고춧가루","찌개,전골,스튜,국,스프"
"꼬리곰탕
            ",http://allrecipes.kr/recipe/135/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/ecfdbf0a-dceb-46c7-8c76-423c8871c5cd.jpg,"소꼬리고리,무,마늘,물,우유,파,소금 (천연소금),후춧가루","쇠고기,국,스프"
"새콤달콤 레몬진저식빵
            ",http://allrecipes.kr/recipe/1221/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/0a883503-f312-4a30-89bf-03d160613bce.jpg,"물,카놀라유,제빵용 밀가루,생강가루,액티브 드라이 이스트,설탕,소금,레몬즙,시나몬가루,설탕,설탕에 절인 다진생강","빵,파이,과자,빵,밀가루"
"고소한 브로콜리 샐러드
            ",http://allrecipes.kr/recipe/1070/------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/88632ea5-cab6-4b9b-aeb5-33118d7247d2.jpg,"참깨,브로콜리,쌀식초,간장,참기름,설탕","쌀,밥,떡,곡물"
"건과일 파운드 케이크(by 프렌소아)
            ",http://allrecipes.kr/recipe/1140/------------by------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/9b7b128b-4779-4936-a09f-d6eaa4c39551.jpg,"- 240ml 컵 기준 ,중력분 3 ,식물성오일 1 ,건포도 1 ,오렌지 필 5 큰,계란 4 ,설탕 2 ,베이킹파우더 1 큰,건과일 한 ","빵,파이,과자,빵,밀가루"
"도가니탕
            ",http://allrecipes.kr/recipe/1582/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/d6eead91-bade-4f6a-a579-f6b6390afa14.jpg,"도가니,힘줄,사태,물,대파,소금, 후추","쇠고기,찌개,전골,스튜,국,스프"
"얼큰수제비.. ^^
            ",http://allrecipes.kr/recipe/1555/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/42b6c137-aa95-472e-b4dc-0597f86a9aaa.jpg,"밀가루(중력분),식용유,물,국멸치,양파,애호박,청양고추,대파(10cm),고춧가루,다진 마늘,깨,뜨거운 물,고운소금,다시마(사방 10cm),감자(중),참치,팽이버섯,붉은고추,고추장,국간장,후춧가루","면류,찌개,전골,스튜,국,스프,빵,밀가루"
"부추잡채
            ",http://allrecipes.kr/recipe/213/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/20e3a1ce-a63e-42d7-b0c0-2cd8caf06954.jpg,"부추,녹말가루,대파,생강,식용유 (튀김용),후추,참기름,돼지고기,달걀 (계란),마늘,청주,소금,조미료",돼지고기
"스위트 고구마빵
            ",http://allrecipes.kr/recipe/719/--------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/3def4ff7-6280-49e2-a2d1-cebf83e0a806.jpg,"설탕,달걀,베이킹 소다,시나몬가루,물,다진 피칸,식용유,다목적 밀가루,소금,너트멕가루,으깬고구마","빵,파이,과자,빵,밀가루"
"제빵기로 만드는 피자 크러스트 I
            ",http://allrecipes.kr/recipe/1297/-----------------i.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/778955f8-d0b8-41f6-96a5-29f49f568657.jpg,"따뜻한물,소금,올리브유,밀가루,설탕,액티브 드라이 이스트","빵,파이,과자,빵,밀가루"
"산타페 현미스프
            ",http://allrecipes.kr/recipe/1060/--------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/8e770ff9-9133-4449-bb8f-a2b91acfa98d.jpg,"옥수수알,다진 당근,현미밥,고춧가루 (칠리파우더),오레가노,다진고수,다진 양파,닭육수,다진 풋고추,커민가루,카옌페퍼,시판 살사","쌀,밥,떡,곡물,국,스프"
"레몬 마들렌
            ",http://allrecipes.kr/recipe/855/------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/e9f9f178-7628-46e2-906b-9f8d5016ae18.jpg,"계란,설탕,무가염 버터,다목적 밀가루,베이킹 파우더,바닐라 에센스,레몬 (즙과 껍질),정제설탕","빵,파이,과자,빵,밀가루"
"메밀총떡
            ",http://allrecipes.kr/recipe/1725/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/34e06647-6c58-4a7e-b9e8-e4b1c23deb43.jpg,"메밀가루,찹쌀가루,물,소금,무채,배추김치,잡채","쌀,밥,떡,곡물,빵,밀가루"
"야채산적
            ",http://allrecipes.kr/recipe/149/----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/6b5e515d-a58e-4721-b5ca-2c84f54f9bcf.jpg,"새송이버섯,파,게맛살,이쑤시개,계란,깍지콩이나 고추 (맵지않은 고추),당근,노랑피망,밀가루,소금","빵,밀가루"
"쉽게 만드는 퍼프 페스트리
            ",http://allrecipes.kr/recipe/889/--------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/c00e8212-810f-45ce-828e-79fc71bad16d.jpg,"케이크용 밀가루,제빵용 밀가루,소금,설탕,버터,물,레몬즙","빵,파이,과자,빵,밀가루"
"무화과 와인소스 치킨
            ",http://allrecipes.kr/recipe/937/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/d510e391-7cd6-4de5-ad90-b7753040f7e2.jpg,"밀가루,닭가슴살,버터,포트 와인,화이트와인,닭육수,말린 무화과,생크림",닭고기
"[5분요리] 아침을 여는 초콜릿 머핀
            ",http://allrecipes.kr/recipe/442/-5------------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/4e4175a5-f79e-4b94-a2db-f1d25364598d.jpg,"통밀가루,코코아 가루,초콜릿칩 (선택),우유,바닐라 에센스,흑설탕,베이킹파우더,계란 (달걀),해바라기씨유","빵,파이,과자,빵,밀가루"
"초간단 치즈 샌드위치
            ",http://allrecipes.kr/recipe/523/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/65084075-7088-41ea-a5da-fce66540ed95.jpg,"흰 식빵,버터,체다 치즈","빵,파이,과자"
"캘리포니아 호두 스프레드 (캘리포니아 월넛 프룬잼/과일잼/과일쨈)
            ",http://allrecipes.kr/recipe/249/------------------------------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/aaca791f-b4c9-4aae-a8bb-1ac406feaf28.jpg,"자두 (말린것),호두 (캘리포니아 호두),설탕 또는 꿀,소금,계피가루 (시나몬 파우더),물","빵,파이,과자,빵,밀가루"
"동그랑땡 (고기완자)
            ",http://allrecipes.kr/recipe/138/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/9fe66ba2-c3eb-4f29-ad2b-a3182219c8f3.jpg,"쇠고기 (다진 쇠고기) 또는 돼지고기,다진마늘,후추,밀가루,소금,두부,소금,파,계란","돼지고기,쇠고기"
"갈비찜 양념
            ",http://allrecipes.kr/recipe/1431/------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/b2cb1ce0-0bbc-41b7-ba5c-0502452b9502.jpg,"소갈비,대파,통후추,물,설탕,참기름,다진파,양파,생강,마늘,간장,맛술,건홍고추,후추","돼지고기,쇠고기"
"고구마 초코칩 머핀(by 프렌소아)
            ",http://allrecipes.kr/recipe/907/-----------by------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/79e6459d-cf2a-4806-beea-7a4853ddc47f.jpg,"200ml 컵 기준 (= 종이컵 계량 가능,설탕 1 + 1/2 ,식물성 오일 3/4 ,계란 2 ,삶아서 깍뚝썰기 한 고구마 1 ,중력분 3 ,베이킹파우더 2 작은,우유 또는 물 3/4 ,초코칩 1/2 ,장식용 초코칩 조","빵,파이,과자,빵,밀가루"
"초간단 쇠고기 볶음밥
            ",http://allrecipes.kr/recipe/770/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/18ee5352-2ea1-40b4-9a8f-75e08b8e4dac.jpg,"계란,식용유,찬밥,간장,완두콩 (선택),다진 당근 (선택),후추,다진 쇠고기,양파,설탕,옥수수알 (선택)","쌀,밥,떡,곡물,쇠고기"
"아침에 먹는 또띠아
            ",http://allrecipes.kr/recipe/615/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/8d673c38-318d-48a2-be3a-1deabc9350ed.jpg,"시판 리프라이드빈,살사,계란,마요네즈,또띠아,채썬 양상추","쌈,버거,샌드위치"
"깻잎전
            ",http://allrecipes.kr/recipe/1646/---.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/b01c91f9-ea71-42cf-951d-b4f2742e48b4.jpg,"깻잎,다진 두부,밀가루,청주,다진 생강,소금,다진 돼지고기,계란,물,다진 마늘,후춧가루,식용유",돼지고기
"단호박 양배추 미음
            ",http://allrecipes.kr/recipe/489/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/18dc7e10-d85e-4d2d-970c-391994d8ef8d.jpg,"불린 쌀,단호박,양배추,물","쌀,밥,떡,곡물"
"포테이토 샌드위치
            ",http://allrecipes.kr/recipe/203/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/10283dfe-f610-4d35-8cef-3bfbcd08e093.jpg,"식빵,감자,브로콜리,치즈,마요네즈,요거트 (플레인요구르트, 요플레, 요러브)","빵,밀가루"
"심플 치킨 오븐구이
            ",http://allrecipes.kr/recipe/309/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/7ce75e43-10a9-417a-be51-ebf523aafa01.jpg,"닭가슴살 (스테이크 크기로 4개),버터,바질 (베이즐),다진마늘,소금",닭고기
"부드러운 닭가슴살구이
            ",http://allrecipes.kr/recipe/888/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/f4253372-1a49-41aa-9e35-4a7662c016b7.jpg,"밀가루,소금,후추,타임잎,오레가노,우유,올리브유,타라곤 (허브),생강가루,겨자가루,마늘가루,계란,닭가슴살","닭고기,빵,밀가루"
"짭조름~ 매콤한 찜닭
            ",http://allrecipes.kr/recipe/1339/-----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/4c088837-5274-4a75-8cb3-e2eaa406c263.jpg,"닭가슴살 또는 닭한마리,당근,대파,당면,맛술,맛술,다진마늘,올리고당,물,통깨,감자 中,양파 大,건고추,,,굴소스,설탕,생강가루,후추,참기름",닭고기
"상큼한 스트로베리 쇼트케이크
            ",http://allrecipes.kr/recipe/1348/---------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/d5793f1b-fd34-4eb8-aafd-53927ee67b2c.jpg,"밀가루,베이킹파우더,버터,풀어둔 계란,정제설탕,정제설탕,크림오브타르타르,생크림 (더블크림),신선한 딸기 (슬라이스 한것)","빵,밀가루"
"다츠타아게 소고기녹말튀김.. ^^
            ",http://allrecipes.kr/recipe/1484/------------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/ef9a92b9-964b-4c32-9b4a-21e32fc28a0c.jpg,"쇠고기(설도),녹말가루,식용유,양파,고추,진간장,맛술,생강즙",쇠고기
"나이제리아 에구시 스프
            ",http://allrecipes.kr/recipe/806/------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/f7fc02fa-76a2-4385-9104-fb97e350de88.jpg,"에구시씨 (호박씨),땅콩유,양파,토마토 소스,물,다진 시금치,쇠고기,토마토,하바네로 페퍼,토마토 페이스트,다듬은 새우","쇠고기,국,스프"
"연두부 오이냉국
            ",http://allrecipes.kr/recipe/1714/--------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/default.jpg,"연두부,불린 미역,실파,다진 마늘,통깨,식초,소금,오이,홍고추,국간장,참기름,다시마 국물,설탕","국,스프"
"제빵기용 독일 호밀흑빵
            ",http://allrecipes.kr/recipe/1264/------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/5e948f9f-8f02-46c0-bc1d-0aa14494df3f.jpg,"따뜻한물,당밀,캐러웨이씨,제빵용 밀가루,통밀가루,제빵기용 이스트,식용유,코코아가루,소금,호밀가루,밀 글루텐","빵,파이,과자,빵,밀가루"
"쇠고기 감자볼
            ",http://allrecipes.kr/recipe/193/-------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/default.jpg,"쇠고기 (다진 쇠고기),감자,당근,밀가루,달걀,깨소금,포도씨유","쇠고기,빵,밀가루"
"치즈야채 케사디아
            ",http://allrecipes.kr/recipe/1029/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/5b757bca-a8b7-4286-a98a-db44ae93094f.jpg,"시금치,체다치즈,버터,마늘 (다지기),양송이버섯,또띠아,식용유","쌈,버거,샌드위치"
"바삭바삭 돼지강정
            ",http://allrecipes.kr/recipe/1519/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/30ed1618-8e35-46cf-8b83-9d9d7025cb20.jpg,"돼지갈비,후추,녹말가루,꿀,굴소스,다진 마늘,생강술,소금,다시마육수,미림,간장",돼지고기
"캐나다식 미트로프
            ",http://allrecipes.kr/recipe/815/---------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/c6ba723a-57cd-4c5a-9472-c7e41892b33c.jpg,"통밀식빵,파,살사,우스터셔 소스,소금,바베큐 소스,다진 쇠고기,다진 양파,디존 머스타드,다진마늘,후추",쇠고기
"망고와 춤추는 돼지고기
            ",http://allrecipes.kr/recipe/406/------------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/9a68d872-56a5-45c8-a705-724f0be30b9a.jpg,"액젓,액젓,설탕,다진마늘,포크찹 (돼지고기 스테이크컷),물,물,설탕,라임즙,오일,작은 빨간피망 다지기,고수 (실란트로) 다진것,,진간장,옥수수녹말,오일,,,망고쥬스,식초,토마토 케챱,액젓,작은 양파 다지기,망고 (깍뚝썰기)",돼지고기
"치즈 라볶이
            ",http://allrecipes.kr/recipe/401/------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/1b7be703-986e-434a-b4ad-69e7ece72dfd.jpg,"떡볶이 떡,슬라이스 치즈 (또는 모짜렐라),어묵,당근,고추장,설탕,다진마늘,물,라면,삶은 달걀 (계란),양파,대파,간장,물엿,라면스프","쌀,밥,떡,곡물"
"스웨덴 엄지쿠키 (Rosenmunnar)
            ",http://allrecipes.kr/recipe/854/----------rosenmunnar-.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/b3ced4b9-9de7-4bb2-870b-c8ddf462b770.jpg,"버터,설탕,밀가루,과일잼이나 초콜릿","빵,파이,과자,빵,밀가루"
"오트밀 허니 브레드
            ",http://allrecipes.kr/recipe/1240/----------.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/728b0434-09be-4fb4-8a3e-029a4d233809.jpg,"버터밀크,따뜻한물 (45도),통밀가루,오트밀,소금,계란,꿀,밀가루,식용유,액티브 드라이 이스트","빵,파이,과자,빵,밀가루"
"무구가이판
            ",http://allrecipes.kr/recipe/525/-----.aspx,http://krcdn.ar-cdn.com/recipes/xlarge/00cdb96d-9534-407b-8484-d161e4b925a1.jpg,"식용유,느타리 버섯,죽순,식용유,닭가슴살,설탕,굴소스,닭육수,양송이 버섯,브로콜리,마름 열매,마늘,옥수수가루,간장,청주",닭고기
